index,carbon,exp_yield,pred_growth
PR2,Succinate,2459.959276,0.23635477648776773
PR2,Proline,6722.638645,0.13875301155787564
PH,Glycerol,2748.279,0.22492941350040863
PH,Glutamine,4256.261655,0.24138510814762504
PH,Cellobiose,29.49238677,0.0
PH,Rhamnose,49.39652266,0.0
PH,Maltose,17.21789069,0.0
PH,Mannose,1789.717688,0.2502040210074711
PH,GlcNAc,5022.776251,0.2810934063170014
PH,Trehalose,-39.60908948,0.0
PH,Glucose,5797.422475,0.2502040210074616
PH,Mix,5127.250098,1.4232649482518764
PH,Pyruvate,4493.540733,0.14490067608056667
PH,Alanine,4975.614133,0.12463484725811186
PH,Fructose,1172.411235,0.0
PH,Galactose,2488.327688,0.21931463569787732
PH,Ribose,1045.164431,0.0
PH,Xylose,6.549220405,0.0
PH,Mannitol,4762.776837,0.12413788177551399
PH,L-Arabinose,34.28603652,0.0
PH,Sorbitol,114.2533699,0.0
PH,Lactose,6.36382959,0.0
PH,Sucrose,5971.931792,0.3737615622456973
PH,Raffinose,4.054957783,0.0
PH,Uridine,-3.895144264,0.0
PH,Arabinogalactan,161.3496437,0.0
PH,Melezitose,14.19297059,0.0
PH,Water,0.0,0.0
PH,D-Arabinose,40.66023388,0.0
PH,Serine,4230.216719,0.1476569106808779
PH,Isoleucine,5205.020428,0.08852382178688518
PH,Arginine,2744.530668,0.21447359918752115
PH,Acetate,2304.858233,0.06731439457181529
PH,Citrate,3343.052133,0.3629904029138434
PH,Fumarate,3417.948042,0.27662856342652786
PH,Succinate,3658.76544,0.2552979211737266
PH,Proline,6656.173457,0.2575990532792976
PP,Glycerol,4871.217675,0.20655029957073648
PP,Glutamine,2832.668219,0.27079350588687023
PP,Cellobiose,-1.598648706,0.0
PP,Rhamnose,9.452371817,0.0
PP,Maltose,2.081712479,0.0
PP,Mannose,970.1252944,0.0
PP,GlcNAc,0.458451019,0.0
PP,Trehalose,-17.41897963,0.0
PP,Glucose,118.4774882,0.0
PP,Mix,2440.405263,0.8566624702908695
PP,Pyruvate,3762.882709,0.1460293049388411
PP,Alanine,3907.994806,0.12560562592613747
PP,Fructose,3308.016063,0.37068977407550163
PP,Galactose,23.2790355,0.0
PP,Ribose,220.3823846,0.0
PP,Xylose,25.02012647,0.0
PP,Mannitol,-8.371135971,0.0
PP,L-Arabinose,12.86439693,0.0
PP,Sorbitol,18.0930062,0.0
PP,Lactose,-12.09726515,0.0
PP,Sucrose,23.81916197,0.0
PP,Raffinose,5.5793717,0.0
PP,Uridine,287.5296861,0.0
PP,Arabinogalactan,89.65996399,0.0
PP,Melezitose,9.882299669,0.0
PP,Water,0.0,0.0
PP,D-Arabinose,-14.18697882,0.0
PP,Serine,1818.020536,0.14882905808945276
PP,Isoleucine,4481.996122,0.08901625298468449
PP,Arginine,3233.227213,0.1951660074244854
PP,Acetate,1852.246452,0.06760086455954682
PP,Citrate,2275.375226,0.3208042968445011
PP,Fumarate,3521.243543,0.2787832185195977
PP,Succinate,2796.985423,0.23648512559547968
PP,Proline,3430.517177,0.13848991650811482
